config_index,num_atoms,ref_energy,pred_energy,error,sq_error,rmse_e_atom,aleatoric_var,epistemic_var,total_var
35,48.0,-156.22474670410156,-156.2266082763672,-0.001861572265625,3.4654513001441956e-06,0.001861572265625,0.00010634624777594581,5.007325853512157e-06,0.00011135357635794207
36,48.0,-156.22572326660156,-156.2198944091797,0.005828857421875,3.397557884454727e-05,0.005828857421875,0.0002040016552200541,8.21214598545339e-06,0.00021221379574853927
37,48.0,-156.2326202392578,-156.2290802001953,0.0035400390625,1.2531876564025879e-05,0.0035400390625,9.748187585501e-05,2.4568639673816506e-06,9.99387411866337e-05
38,48.0,-156.22474670410156,-156.22531127929688,-0.0005645751953125,3.187451511621475e-07,0.0005645751953125,9.054012480191886e-05,1.1836411886179121e-06,9.1723763034679e-05
39,48.0,-156.2333221435547,-156.23348999023438,-0.0001678466796875,2.8172507882118225e-08,0.0001678466796875,7.334062684094533e-05,7.614330570504535e-06,8.095496013993397e-05
40,48.0,-156.2305450439453,-156.22817993164062,0.0023651123046875,5.593756213784218e-06,0.0023651123046875,9.788078023120761e-05,6.3673360273242e-07,9.851751383394003e-05
41,48.0,-156.22901916503906,-156.22593688964844,0.003082275390625,9.500421583652496e-06,0.003082275390625,0.0001041357681970112,1.8436228401697008e-06,0.00010597939399303868
42,48.0,-156.2289276123047,-156.2321014404297,-0.003173828125,1.0073184967041016e-05,0.003173828125,9.386958117829636e-05,3.994488906755578e-06,9.786406735656783e-05
43,48.0,-156.23927307128906,-156.23114013671875,0.0081329345703125,6.614462472498417e-05,0.0081329345703125,0.00012735932250507176,2.408493401162559e-06,0.00012976780999451876
44,48.0,-156.22970581054688,-156.22671508789062,0.00299072265625,8.944422006607056e-06,0.00299072265625,9.304749983130023e-05,1.4184042811393738e-06,9.44659041124396e-05
45,48.0,-156.23031616210938,-156.22508239746094,0.0052337646484375,2.7392292395234108e-05,0.0052337646484375,0.0001579470408614725,3.293773715995485e-06,0.0001612408086657524
46,48.0,-156.2285614013672,-156.22740173339844,0.00115966796875,1.344829797744751e-06,0.00115966796875,9.295202471548691e-05,2.2534047730005113e-06,9.52054324443452e-05
47,48.0,-156.2329864501953,-156.2305908203125,0.0023956298828125,5.7390425354242325e-06,0.0023956298828125,8.019098459044471e-05,4.315096703066956e-06,8.450607856502756e-05
48,48.0,-156.2350616455078,-156.23057556152344,0.004486083984375,2.0124949514865875e-05,0.004486083984375,0.00016813063120935112,2.0553475224005524e-06,0.0001701859728200361
49,48.0,-156.23410034179688,-156.2296142578125,0.004486083984375,2.0124949514865875e-05,0.004486083984375,0.00011215382255613804,1.6893376368898316e-06,0.00011384316167095676
50,48.0,-156.2357635498047,-156.2308349609375,0.0049285888671875,2.4290988221764565e-05,0.0049285888671875,0.00016192501061595976,6.072013547964161e-06,0.00016799703007563949
51,48.0,-156.23350524902344,-156.2303009033203,0.003204345703125,1.026783138513565e-05,0.003204345703125,9.81213161139749e-05,1.9473723114060704e-06,0.00010006868978962302
52,48.0,-156.22117614746094,-156.2301025390625,-0.0089263916015625,7.968046702444553e-05,0.0089263916015625,0.00010465484956512228,5.335011337592732e-06,0.0001099898581742309
53,48.0,-156.23399353027344,-156.22592163085938,0.0080718994140625,6.515556015074253e-05,0.0080718994140625,0.00011677027214318514,2.4676905923115555e-06,0.00011923796409973875
54,48.0,-156.23741149902344,-156.2294158935547,0.00799560546875,6.392970681190491e-05,0.00799560546875,0.0002536024258006364,2.0222505554556847e-06,0.0002556246763560921
55,48.0,-156.2171630859375,-156.22361755371094,-0.0064544677734375,4.166015423834324e-05,0.0064544677734375,0.00011540378181962296,2.2877707124280278e-06,0.00011769155389629304
56,48.0,-156.2292938232422,-156.2251739501953,0.004119873046875,1.6973353922367096e-05,0.004119873046875,0.00012669483839999884,7.46947489460581e-06,0.0001341643073828891
57,48.0,-156.22621154785156,-156.22862243652344,-0.002410888671875,5.812384188175201e-06,0.002410888671875,8.5521096480079e-05,3.252900114603108e-06,8.877399523044005e-05
58,48.0,-156.222900390625,-156.22406005859375,-0.00115966796875,1.344829797744751e-06,0.00115966796875,9.896252595353872e-05,6.251933427847689e-06,0.00010521445801714435
59,48.0,-156.2333526611328,-156.23138427734375,0.0019683837890625,3.8745347410440445e-06,0.0019683837890625,9.920727461576462e-05,1.6062519989645807e-06,0.00010081352957058698
60,48.0,-156.2265167236328,-156.22821044921875,-0.0016937255859375,2.8687063604593277e-06,0.0016937255859375,9.086264617508277e-05,1.8330872535443632e-06,9.269573638448492e-05
61,48.0,-156.2290802001953,-156.2239990234375,0.0050811767578125,2.581835724413395e-05,0.0050811767578125,0.00010629983444232494,2.9111629373801406e-06,0.00010921099601546302
62,48.0,-156.23741149902344,-156.230712890625,0.0066986083984375,4.487135447561741e-05,0.0066986083984375,0.00010705044405767694,6.32826686342014e-06,0.00011337870819261298
63,48.0,-156.2287139892578,-156.2216796875,0.0070343017578125,4.948140121996403e-05,0.0070343017578125,9.946351929102093e-05,3.998936335847247e-06,0.00010346245835535228
64,48.0,-156.2296600341797,-156.2265167236328,0.003143310546875,9.880401194095612e-06,0.003143310546875,9.911004599416628e-05,2.522172962926561e-06,0.0001016322203213349
65,48.0,-156.2310028076172,-156.2278594970703,0.003143310546875,9.880401194095612e-06,0.003143310546875,9.221601067110896e-05,5.233334377408028e-06,9.744934504851699e-05
66,48.0,-156.23202514648438,-156.22740173339844,0.0046234130859375,2.1375948563218117e-05,0.0046234130859375,9.428863268112764e-05,1.9505503132677404e-06,9.623918595025316e-05
67,48.0,-156.2206573486328,-156.2248077392578,-0.004150390625,1.722574234008789e-05,0.004150390625,0.00011350938439136371,7.620034921274055e-06,0.00012112942204112187
68,48.0,-156.22781372070312,-156.2224578857422,0.0053558349609375,2.8684968128800392e-05,0.0053558349609375,8.68925781105645e-05,3.412528940316406e-06,9.030510409502313e-05
69,48.0,-156.2317352294922,-156.23130798339844,0.00042724609375,1.825392246246338e-07,0.00042724609375,9.140179463429376e-05,2.924574118878809e-06,9.432636579731479e-05
70,48.0,-156.1982421875,-156.21690368652344,-0.0186614990234375,0.00034825154580175877,0.0186614990234375,0.00018509317305870354,1.3129354556440376e-05,0.0001982225221581757
71,48.0,-156.23008728027344,-156.23094177246094,-0.0008544921875,7.301568984985352e-07,0.0008544921875,0.00011359187919879332,3.3939722925424576e-06,0.00011698585149133578
72,48.0,-156.22520446777344,-156.22384643554688,0.0013580322265625,1.8442515283823013e-06,0.0013580322265625,0.00011575087410164997,3.2238544918072876e-06,0.0001189747272292152
73,48.0,-156.2386932373047,-156.23191833496094,0.00677490234375,4.589930176734924e-05,0.00677490234375,9.652401058701798e-05,1.5184748463070719e-06,9.804248838918284e-05
74,48.0,-156.23387145996094,-156.22512817382812,0.0087432861328125,7.644505240023136e-05,0.0087432861328125,0.00010122484673047438,5.152553967491258e-06,0.00010637740342644975
75,48.0,-156.2346954345703,-156.22996520996094,0.004730224609375,2.237502485513687e-05,0.004730224609375,9.440632129553705e-05,8.888309821486473e-07,9.52951522776857e-05
76,48.0,-156.23294067382812,-156.22787475585938,0.00506591796875,2.5663524866104126e-05,0.00506591796875,0.00010484107042429969,3.518303856253624e-06,0.00010835937428055331
77,48.0,-156.22891235351562,-156.22958374023438,-0.00067138671875,4.507601261138916e-07,0.00067138671875,0.00010348002251703292,1.0726973869168432e-06,0.00010455271694809198
78,48.0,-156.23133850097656,-156.2279510498047,0.003387451171875,1.147482544183731e-05,0.003387451171875,0.00010036387539003044,1.5138299431782798e-06,0.00010187770385527983
79,48.0,-156.2228240966797,-156.22483825683594,-0.00201416015625,4.056841135025024e-06,0.00201416015625,0.00012559870083350688,3.474426875982317e-06,0.00012907313066534698
80,48.0,-156.22142028808594,-156.22605895996094,-0.004638671875,2.1517276763916016e-05,0.004638671875,0.00013832119293510914,2.8779729746020166e-06,0.00014119916886556894
81,48.0,-156.24261474609375,-156.2353057861328,0.0073089599609375,5.34208957105875e-05,0.0073089599609375,8.314242586493492e-05,8.436280950263608e-06,9.157870954368263e-05
82,48.0,-156.2406463623047,-156.23497009277344,0.00567626953125,3.2220035791397095e-05,0.00567626953125,8.964085282059386e-05,8.997984878078569e-06,9.863884042715654e-05
83,48.0,-156.24618530273438,-156.2328338623047,0.0133514404296875,0.00017826096154749393,0.0133514404296875,9.040052827913314e-05,3.5841017052007373e-06,9.398462862009183e-05
84,48.0,-156.2266082763672,-156.2250213623047,0.0015869140625,2.518296241760254e-06,0.0015869140625,0.00012297093053348362,3.0056457944738213e-06,0.00012597657041624188
85,48.0,-156.22607421875,-156.2237548828125,0.0023193359375,5.379319190979004e-06,0.0023193359375,9.761083492776379e-05,3.304739948362112e-06,0.0001009155748761259
86,48.0,-156.235595703125,-156.22959899902344,0.0059967041015625,3.596046008169651e-05,0.0059967041015625,9.204095113091171e-05,2.0583859168255003e-06,9.409933409187943e-05
87,48.0,-156.23095703125,-156.22689819335938,0.004058837890625,1.64741650223732e-05,0.004058837890625,0.00011246068606851622,2.9255636491143377e-06,0.00011538624676177278
88,48.0,-156.2367401123047,-156.23020935058594,0.00653076171875,4.2650848627090454e-05,0.00653076171875,0.00011398259084671736,2.7471455723571125e-06,0.00011672973778331652
89,48.0,-156.2340850830078,-156.23211669921875,0.0019683837890625,3.8745347410440445e-06,0.0019683837890625,9.582670463714749e-05,2.3660134047531756e-06,9.819271508604288e-05
90,48.0,-156.23240661621094,-156.2248992919922,0.00750732421875,5.63599169254303e-05,0.00750732421875,0.00012756949581671506,2.844422169800964e-06,0.00013041391503065825
91,48.0,-156.2217559814453,-156.2263641357422,-0.004608154296875,2.1235086023807526e-05,0.004608154296875,9.052881796378642e-05,3.469001967459917e-06,9.399781993124634e-05
92,48.0,-156.2327117919922,-156.23056030273438,0.0021514892578125,4.628906026482582e-06,0.0021514892578125,0.00012540286115836352,1.1951080978178652e-06,0.0001265979663003236
93,48.0,-156.2272186279297,-156.2296142578125,-0.0023956298828125,5.7390425354242325e-06,0.0023956298828125,9.984513599192724e-05,1.4320015679913922e-06,0.00010127713903784752
94,48.0,-156.2206573486328,-156.22877502441406,-0.00811767578125,6.58966600894928e-05,0.00811767578125,8.605241600889713e-05,1.3047713309788378e-06,8.735718438401818e-05
95,48.0,-156.2268524169922,-156.2301483154297,-0.0032958984375,1.0862946510314941e-05,0.0032958984375,0.00011779348278651014,6.874906830489635e-07,0.0001184809734695591
96,48.0,-156.2326202392578,-156.22605895996094,0.006561279296875,4.3050386011600494e-05,0.006561279296875,0.00011048922169720754,2.5544316031300696e-06,0.00011304365034447983
97,48.0,-156.2315673828125,-156.2310333251953,0.0005340576171875,2.852175384759903e-07,0.0005340576171875,9.764785500010476e-05,4.626077043212717e-06,0.00010227393067907542
98,48.0,-156.22665405273438,-156.2242889404297,0.0023651123046875,5.593756213784218e-06,0.0023651123046875,0.00014818970521446317,5.922268428548705e-06,0.00015411197091452777
99,48.0,-156.242431640625,-156.2337646484375,0.0086669921875,7.511675357818604e-05,0.0086669921875,0.00010595063213258982,3.722182100318605e-06,0.00010967281559715047
100,48.0,-156.22206115722656,-156.2259063720703,-0.00384521484375,1.4785677194595337e-05,0.00384521484375,0.00011968785111093894,1.92284346667293e-06,0.00012161069753346965
101,48.0,-156.2242889404297,-156.22625732421875,-0.0019683837890625,3.8745347410440445e-06,0.0019683837890625,9.227969712810591e-05,4.018971139885252e-06,9.629866690374911e-05
102,48.0,-156.24012756347656,-156.23045349121094,0.009674072265625,9.358767420053482e-05,0.009674072265625,8.563871961086988e-05,3.8039638639020268e-06,8.944268483901396e-05
103,48.0,-156.1792449951172,-156.224853515625,-0.0456085205078125,0.0020801371429115534,0.0456085205078125,0.0004093184252269566,6.444461178034544e-06,0.00041576288640499115
104,48.0,-156.23916625976562,-156.2306365966797,0.0085296630859375,7.275515235960484e-05,0.0085296630859375,0.00011161631118739024,6.4564751482976135e-06,0.0001180727849714458
105,48.0,-156.20828247070312,-156.2256317138672,-0.0173492431640625,0.0003009962383657694,0.0173492431640625,0.00011561036808416247,3.213249101463589e-06,0.00011882362014148384
106,48.0,-156.2299041748047,-156.22457885742188,0.0053253173828125,2.8359005227684975e-05,0.0053253173828125,0.00013442143972497433,4.9376626520825084e-06,0.0001393591082887724
107,48.0,-156.2250518798828,-156.22129821777344,0.003753662109375,1.4089979231357574e-05,0.003753662109375,0.00010975477198371664,6.882252819195855e-06,0.0001166370275313966
108,48.0,-156.22018432617188,-156.2299041748047,-0.0097198486328125,9.447545744478703e-05,0.0097198486328125,8.837144559947774e-05,2.301728727616137e-06,9.067317296285182e-05
109,48.0,-156.23313903808594,-156.2335205078125,-0.0003814697265625,1.4551915228366852e-07,0.0003814697265625,9.327895531896502e-05,4.6360537453438155e-06,9.791500633582473e-05
110,48.0,-156.22776794433594,-156.22415161132812,0.0036163330078125,1.3077864423394203e-05,0.0036163330078125,9.34454656089656e-05,4.525866643234622e-06,9.797132952371612e-05
111,48.0,-156.1923370361328,-156.22177124023438,-0.0294342041015625,0.0008663723710924387,0.0294342041015625,0.00024005315208341926,5.4333127081918065e-06,0.00024548647343181074
112,48.0,-156.23948669433594,-156.22982788085938,0.0096588134765625,9.329267777502537e-05,0.0096588134765625,9.834622323978692e-05,4.099355919606751e-06,0.00010244557779515162
113,48.0,-156.23265075683594,-156.2253875732422,0.00726318359375,5.2753835916519165e-05,0.00726318359375,0.00014758914767298847,3.629038019425934e-06,0.00015121819160412997
114,48.0,-156.23077392578125,-156.22911071777344,0.0016632080078125,2.766260877251625e-06,0.0016632080078125,0.00011012789764208719,1.6336795169991092e-06,0.00011176157568115741
115,48.0,-156.2477264404297,-156.23428344726562,0.0134429931640625,0.0001807140652090311,0.0134429931640625,0.00012531242100521922,5.916808731853962e-06,0.00013122922973707318
116,48.0,-156.23228454589844,-156.22914123535156,0.003143310546875,9.880401194095612e-06,0.003143310546875,0.00011468584852991626,6.72449800731556e-07,0.0001153582998085767
117,48.0,-156.2294464111328,-156.22842407226562,0.0010223388671875,1.0451767593622208e-06,0.0010223388671875,0.00010750836372608319,2.8150971047580242e-06,0.00011032346083084121
118,48.0,-156.2281036376953,-156.22650146484375,0.0016021728515625,2.5669578462839127e-06,0.0016021728515625,0.0001065251199179329,2.1598068542516557e-06,0.00010868492972804233
119,48.0,-156.2277069091797,-156.22628784179688,0.0014190673828125,2.0137522369623184e-06,0.0014190673828125,9.741139365360141e-05,2.1347193523979513e-06,9.954611596185714e-05
120,48.0,-156.2337188720703,-156.23316955566406,0.00054931640625,3.0174851417541504e-07,0.00054931640625,8.894328493624926e-05,3.893813300237525e-06,9.283710096497089e-05
121,48.0,-156.2364959716797,-156.2326202392578,0.003875732421875,1.5021301805973053e-05,0.003875732421875,7.782416651025414e-05,2.490158749424154e-06,8.031432662392035e-05
122,48.0,-156.23326110839844,-156.2285614013672,0.00469970703125,2.208724617958069e-05,0.00469970703125,0.00010460604971740395,4.026538135804003e-06,0.0001086325864889659
123,48.0,-156.2299346923828,-156.22811889648438,0.0018157958984375,3.297114744782448e-06,0.0018157958984375,8.441952377324924e-05,2.496375145710772e-06,8.691589755471796e-05
124,48.0,-156.2393035888672,-156.2275848388672,0.01171875,0.0001373291015625,0.01171875,0.00011977168469456956,5.25633822689997e-06,0.00012502801837399602
125,48.0,-156.22276306152344,-156.23068237304688,-0.0079193115234375,6.271549500524998e-05,0.0079193115234375,8.781174983596429e-05,1.7726561054587364e-06,8.958440594142303e-05
126,48.0,-156.2251434326172,-156.227783203125,-0.0026397705078125,6.968388333916664e-06,0.0026397705078125,0.00012986050569452345,1.3390788353717653e-06,0.000131199587485753
127,48.0,-156.23358154296875,-156.2313690185547,0.0022125244140625,4.895264282822609e-06,0.0022125244140625,8.026896102819592e-05,3.1433883123099804e-06,8.34123493405059e-05
128,48.0,-156.23118591308594,-156.22900390625,0.0021820068359375,4.76115383207798e-06,0.0021820068359375,0.00010721187572926283,3.005878625117475e-06,0.00011021775571862236
129,48.0,-156.23690795898438,-156.2337188720703,0.0031890869140625,1.017027534544468e-05,0.0031890869140625,9.152044367510825e-05,5.088618308946025e-06,9.660905925557017e-05
